id,account_id,occurred_at,standard_qty,gloss_qty,poster_qty,total,standard_amt_usd,gloss_amt_usd,poster_amt_usd,total_amt_usd
37,1071,2016-12-13T09:01:03.000Z,803.0,31.0,19.0,853.0,4006.97,232.19,154.28,4393.44
38,1081,2015-02-12T22:57:54.000Z,283.0,61.0,23.0,367.0,1412.17,456.89,186.76,2055.82
39,1081,2015-03-13T09:48:32.000Z,309.0,NULL,25.0,334.0,1541.91,0.0,203.0,1744.91
40,1081,2015-04-12T04:38:22.000Z,292.0,30.0,11.0,333.0,1457.08,224.7,89.32,1771.1
41,1081,2015-05-12T23:20:46.000Z,273.0,30.0,19.0,322.0,1362.27,224.7,154.28,1741.25
42,1081,2015-06-11T13:43:57.000Z,291.0,36.0,62.0,389.0,1452.09,269.64,503.44,2225.17
43,1081,2015-07-11T23:17:32.000Z,433.0,18.0,73.0,524.0,2160.67,134.82,592.76,2888.25
44,1081,2015-08-09T18:29:20.000Z,297.0,24.0,9.0,330.0,1482.03,179.76,73.08,1734.87
45,1081,2015-09-07T15:35:21.000Z,293.0,30.0,20.0,343.0,1462.07,224.7,162.4,1849.17
46,1081,2015-11-06T04:19:20.000Z,321.0,38.0,16.0,375.0,1601.79,284.62,129.92,2016.33
47,1081,2015-12-05T21:51:34.000Z,311.0,31.0,7.0,349.0,1551.89,232.19,56.84,1840.92
48,1081,2016-01-03T23:21:47.000Z,314.0,20.0,208.0,542.0,1566.86,149.8,1688.96,3405.62
49,1081,2016-02-01T20:00:37.000Z,298.0,26.0,25.0,349.0,1487.02,194.74,203.0,1884.76
50,1081,2016-03-02T06:07:31.000Z,270.0,40.0,31.0,341.0,1347.3,299.6,251.72,1898.62
51,1081,2016-04-30T07:46:13.000Z,501.0,26.0,15.0,542.0,2499.99,194.74,121.8,2816.53
52,1081,2016-05-30T04:02:38.000Z,273.0,74.0,29.0,376.0,1362.27,554.26,235.48,2152.01
53,1081,2016-06-28T06:18:20.000Z,328.0,25.0,21.0,374.0,1636.72,187.25,170.52,1994.49
54,1081,2016-07-28T22:48:55.000Z,302.0,54.0,19.0,375.0,1506.98,404.46,154.28,2065.72
55,1081,2016-08-26T16:47:57.000Z,272.0,25.0,30.0,327.0,1357.28,187.25,243.6,1788.13
56,1081,2016-09-24T09:47:30.000Z,319.0,45.0,101.0,465.0,1591.81,337.05,820.12,2748.98
57,1081,2016-10-24T21:46:10.000Z,303.0,28.0,NULL,331.0,1511.97,209.72,0.0,1721.69
58,1081,2016-11-23T04:38:57.000Z,334.0,25.0,20.0,379.0,1666.66,187.25,162.4,2016.31
59,1081,2016-12-23T13:19:56.000Z,293.0,29.0,NULL,322.0,1462.07,217.21,0.0,1679.28
60,1091,2014-08-15T05:38:05.000Z,150.0,NULL,19.0,169.0,748.5,0.0,154.28,902.78
61,1091,2014-09-13T05:11:21.000Z,150.0,28.0,16.0,194.0,748.5,209.72,129.92,1088.14
62,1091,2014-10-13T12:12:55.000Z,146.0,196.0,3.0,345.0,728.54,1468.04,24.36,2220.94
63,1091,2014-11-12T06:54:10.000Z,146.0,10.0,17.0,173.0,728.54,74.9,138.04,941.48
64,1091,2014-12-11T10:36:32.000Z,261.0,25.0,13.0,299.0,1302.39,187.25,105.56,1595.2
65,1091,2015-01-09T14:16:50.000Z,148.0,15.0,92.0,255.0,738.52,112.35,747.04,1597.91
66,1091,2015-02-08T10:01:50.000Z,132.0,14.0,10.0,156.0,658.68,104.86,81.2,844.74
67,1091,2015-04-07T13:29:20.000Z,95.0,NULL,NULL,95.0,474.05,0.0,0.0,474.05
68,1091,2015-06-05T19:18:24.000Z,150.0,NULL,11.0,161.0,748.5,0.0,89.32,837.82
69,1091,2015-07-05T02:45:54.000Z,145.0,NULL,9.0,154.0,723.55,0.0,73.08,796.63
70,1091,2015-08-03T12:02:33.000Z,122.0,5.0,NULL,127.0,608.78,37.45,0.0,646.23
71,1091,2015-09-01T14:30:59.000Z,150.0,19.0,21.0,190.0,748.5,142.31,170.52,1061.33
72,1091,2015-10-01T15:53:49.000Z,163.0,25.0,NULL,188.0,813.37,187.25,0.0,1000.62
73,1091,2015-10-31T16:07:00.000Z,135.0,NULL,8.0,143.0,673.65,0.0,64.96,738.61
74,1091,2015-11-29T21:32:47.000Z,162.0,13.0,NULL,175.0,808.38,97.37,0.0,905.75
75,1091,2015-12-28T18:48:29.000Z,144.0,10.0,17.0,171.0,718.56,74.9,138.04,931.5
76,1091,2016-01-26T06:32:50.000Z,153.0,NULL,69.0,222.0,763.47,0.0,560.28,1323.75
77,1091,2016-02-25T07:04:29.000Z,144.0,5.0,19.0,168.0,718.56,37.45,154.28,910.29
78,1091,2016-03-25T22:26:45.000Z,99.0,NULL,33.0,132.0,494.01,0.0,267.96,761.97
79,1091,2016-04-24T07:33:58.000Z,145.0,NULL,15.0,160.0,723.55,0.0,121.8,845.35
80,1091,2016-05-23T07:40:57.000Z,156.0,NULL,11.0,167.0,778.44,0.0,89.32,867.76
81,1091,2016-06-22T01:09:48.000Z,149.0,8.0,NULL,157.0,743.51,59.92,0.0,803.43
82,1091,2016-07-21T18:51:18.000Z,148.0,NULL,50.0,198.0,738.52,0.0,406.0,1144.52
83,1091,2016-08-20T04:50:59.000Z,137.0,12.0,6.0,155.0,683.63,89.88,48.72,822.23
84,1091,2016-09-18T20:57:59.000Z,172.0,NULL,15.0,187.0,858.28,0.0,121.8,980.08
85,1091,2016-10-17T13:31:48.000Z,146.0,10.0,NULL,156.0,728.54,74.9,0.0,803.44
86,1091,2016-11-15T18:16:13.000Z,254.0,2.0,5.0,261.0,1267.46,14.98,40.6,1323.04
87,1091,2016-12-14T21:26:59.000Z,153.0,NULL,13.0,166.0,763.47,0.0,105.56,869.03
88,1101,2015-06-24T13:08:15.000Z,182.0,339.0,17.0,538.0,908.18,2539.11,138.04,3585.33
89,1101,2015-08-22T19:40:36.000Z,175.0,20.0,19.0,214.0,873.25,149.8,154.28,1177.33
90,1101,2015-09-21T05:12:37.000Z,139.0,NULL,NULL,139.0,693.61,0.0,0.0,693.61
91,1101,2015-10-21T16:35:51.000Z,148.0,NULL,17.0,165.0,738.52,0.0,138.04,876.56
92,1101,2015-11-21T00:11:01.000Z,155.0,5.0,34.0,194.0,773.45,37.45,276.08,1086.98
93,1101,2015-12-19T18:36:08.000Z,158.0,52.0,2.0,212.0,788.42,389.48,16.24,1194.14
94,1101,2016-01-17T14:32:49.000Z,149.0,11.0,6.0,166.0,743.51,82.39,48.72,874.62
95,1101,2016-02-15T07:57:58.000Z,168.0,1.0,2.0,171.0,838.32,7.49,16.24,862.05
96,1101,2016-03-15T11:36:03.000Z,14.0,8.0,16.0,38.0,69.86,59.92,129.92,259.7
97,1101,2016-04-14T00:14:37.000Z,160.0,16.0,NULL,176.0,798.4,119.84,0.0,918.24
98,1101,2016-05-13T02:19:44.000Z,163.0,16.0,22.0,201.0,813.37,119.84,178.64,1111.85
99,1101,2016-06-12T12:56:04.000Z,150.0,NULL,12.0,162.0,748.5,0.0,97.44,845.94
100,1111,2015-11-15T17:49:49.000Z,301.0,77.0,23.0,401.0,1501.99,576.73,186.76,2265.48
101,1111,2015-12-15T22:02:35.000Z,349.0,41.0,NULL,390.0,1741.51,307.09,0.0,2048.6
102,1121,2015-08-26T00:32:35.000Z,293.0,33.0,11.0,337.0,1462.07,247.17,89.32,1798.56
103,1121,2015-09-25T13:56:00.000Z,298.0,64.0,NULL,362.0,1487.02,479.36,0.0,1966.38
104,1121,2015-10-24T15:43:59.000Z,298.0,72.0,27.0,397.0,1487.02,539.28,219.24,2245.54
105,1121,2015-11-22T17:26:40.000Z,331.0,32.0,10.0,373.0,1651.69,239.68,81.2,1972.57
106,1121,2015-12-21T01:14:30.000Z,291.0,NULL,16.0,307.0,1452.09,0.0,129.92,1582.01
107,1121,2016-01-20T15:31:29.000Z,200.0,38.0,22.0,260.0,998.0,284.62,178.64,1461.26
108,1121,2016-02-19T18:07:00.000Z,284.0,48.0,7.0,339.0,1417.16,359.52,56.84,1833.52
109,1121,2016-03-19T07:18:30.000Z,294.0,26.0,NULL,320.0,1467.06,194.74,0.0,1661.8
110,1121,2016-04-18T15:26:58.000Z,298.0,NULL,21.0,319.0,1487.02,0.0,170.52,1657.54
111,1121,2016-05-17T13:18:04.000Z,304.0,40.0,26.0,370.0,1516.96,299.6,211.12,2027.68
112,1121,2016-07-15T03:35:43.000Z,294.0,19.0,13.0,326.0,1467.06,142.31,105.56,1714.93
113,1121,2016-08-13T20:41:27.000Z,302.0,14.0,NULL,316.0,1506.98,104.86,0.0,1611.84
114,1121,2016-09-11T23:20:42.000Z,305.0,19.0,NULL,324.0,1521.95,142.31,0.0,1664.26
115,1121,2016-10-10T10:54:31.000Z,303.0,30.0,133.0,466.0,1511.97,224.7,1079.96,2816.63
116,1121,2016-11-08T02:29:47.000Z,294.0,23.0,47.0,364.0,1467.06,172.27,381.64,2020.97
117,1121,2016-12-07T18:48:16.000Z,321.0,38.0,9.0,368.0,1601.79,284.62,73.08,1959.49
118,1131,2016-05-13T06:54:10.000Z,377.0,8.0,32.0,417.0,1881.23,59.92,259.84,2200.99
119,1131,2016-06-12T12:29:45.000Z,NULL,30.0,23.0,53.0,0.0,224.7,186.76,411.46
120,1131,2016-07-12T00:17:14.000Z,296.0,32.0,22.0,350.0,1477.04,239.68,178.64,1895.36
121,1131,2016-08-10T23:47:41.000Z,273.0,134.0,NULL,407.0,1362.27,1003.66,0.0,2365.93
122,1131,2016-09-09T17:07:16.000Z,310.0,21.0,NULL,331.0,1546.9,157.29,0.0,1704.19
123,1131,2016-10-09T15:13:25.000Z,307.0,20.0,38.0,365.0,1531.93,149.8,308.56,1990.29
124,1131,2016-11-07T05:10:56.000Z,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0
125,1131,2016-12-07T06:28:31.000Z,303.0,28.0,NULL,331.0,1511.97,209.72,0.0,1721.69
126,1141,2016-09-24T03:35:17.000Z,193.0,NULL,NULL,193.0,963.07,0.0,0.0,963.07
127,1141,2016-10-23T20:29:12.000Z,174.0,NULL,34.0,208.0,868.26,0.0,276.08,1144.34
128,1141,2016-11-22T20:51:49.000Z,150.0,NULL,7.0,157.0,748.5,0.0,56.84,805.34
129,1141,2016-12-21T15:52:58.000Z,143.0,1045.0,2157.0,3345.0,713.57,7827.05,17514.84,26055.46
130,1151,2016-12-30T05:02:46.000Z,503.0,NULL,56.0,559.0,2509.97,0.0,454.72,2964.69
131,1161,2016-03-06T03:01:33.000Z,366.0,35.0,13.0,414.0,1826.34,262.15,105.56,2194.05
132,1161,2016-04-05T22:03:16.000Z,518.0,10.0,8.0,536.0,2584.82,74.9,64.96,2724.68
133,1161,2016-05-05T10:04:06.000Z,495.0,37.0,NULL,532.0,2470.05,277.13,0.0,2747.18
134,1161,2016-06-04T09:20:44.000Z,497.0,99.0,22.0,618.0,2480.03,741.51,178.64,3400.18
135,1161,2016-07-03T10:40:49.000Z,511.0,NULL,13.0,524.0,2549.89,0.0,105.56,2655.45
136,1161,2016-08-01T17:54:19.000Z,495.0,NULL,28.0,523.0,2470.05,0.0,227.36,2697.41
137,1161,2016-08-31T03:20:24.000Z,458.0,2.0,27.0,487.0,2285.42,14.98,219.24,2519.64
138,1161,2016-09-29T07:56:39.000Z,423.0,10.0,21.0,454.0,2110.77,74.9,170.52,2356.19
139,1161,2016-10-28T07:33:35.000Z,501.0,7.0,NULL,508.0,2499.99,52.43,0.0,2552.42
140,1161,2016-11-26T12:57:21.000Z,427.0,16.0,16.0,459.0,2130.73,119.84,129.92,2380.49
141,1161,2016-12-25T20:33:25.000Z,509.0,7.0,6.0,522.0,2539.91,52.43,48.72,2641.06
142,1171,2016-08-24T20:41:08.000Z,332.0,32.0,13.0,377.0,1656.68,239.68,105.56,2001.92
143,1171,2016-09-23T03:36:03.000Z,298.0,NULL,66.0,364.0,1487.02,0.0,535.92,2022.94
144,1171,2016-10-22T17:50:39.000Z,288.0,22.0,26.0,336.0,1437.12,164.78,211.12,1813.02
145,1171,2016-11-20T03:49:54.000Z,271.0,29.0,26.0,326.0,1352.29,217.21,211.12,1780.62
146,1171,2016-12-20T18:09:01.000Z,257.0,34.0,63.0,354.0,1282.43,254.66,511.56,2048.65
147,1181,2013-12-17T23:02:57.000Z,339.0,NULL,NULL,339.0,1691.61,0.0,0.0,1691.61
148,1181,2014-01-16T12:41:35.000Z,511.0,1.0,27.0,539.0,2549.89,7.49,219.24,2776.62
149,1181,2014-02-14T08:36:49.000Z,487.0,3.0,19.0,509.0,2430.13,22.47,154.28,2606.88
150,1181,2014-03-16T04:54:17.000Z,481.0,14.0,15.0,510.0,2400.19,104.86,121.8,2626.85
151,1181,2014-04-14T13:50:32.000Z,505.0,NULL,99.0,604.0,2519.95,0.0,803.88,3323.83
152,1181,2014-05-14T05:25:30.000Z,504.0,54.0,NULL,558.0,2514.96,404.46,0.0,2919.42
153,1181,2014-06-13T09:44:25.000Z,510.0,7.0,NULL,517.0,2544.9,52.43,0.0,2597.33
154,1181,2014-07-13T15:36:01.000Z,493.0,NULL,NULL,493.0,2460.07,0.0,0.0,2460.07
155,1181,2014-08-12T04:53:21.000Z,493.0,NULL,18.0,511.0,2460.07,0.0,146.16,2606.23
156,1181,2014-09-10T19:12:10.000Z,501.0,19.0,NULL,520.0,2499.99,142.31,0.0,2642.3
157,1181,2014-10-10T14:13:28.000Z,498.0,46.0,22.0,566.0,2485.02,344.54,178.64,3008.2
158,1181,2014-11-09T22:03:16.000Z,706.0,13.0,3.0,722.0,3522.94,97.37,24.36,3644.67
159,1181,2014-12-09T12:46:46.000Z,476.0,NULL,4.0,480.0,2375.24,0.0,32.48,2407.72
160,1181,2015-01-08T07:23:41.000Z,476.0,NULL,2.0,478.0,2375.24,0.0,16.24,2391.48
161,1181,2015-02-06T13:29:48.000Z,510.0,2.0,12.0,524.0,2544.9,14.98,97.44,2657.32
162,1181,2015-03-08T06:05:39.000Z,484.0,NULL,35.0,519.0,2415.16,0.0,284.2,2699.36
163,1181,2015-04-06T03:14:32.000Z,489.0,1.0,9.0,499.0,2440.11,7.49,73.08,2520.68
164,1181,2015-05-06T13:45:56.000Z,508.0,21.0,NULL,529.0,2534.92,157.29,0.0,2692.21
165,1181,2015-06-05T17:35:06.000Z,511.0,11.0,NULL,522.0,2549.89,82.39,0.0,2632.28
166,1181,2015-07-04T20:58:59.000Z,491.0,NULL,NULL,491.0,2450.09,0.0,0.0,2450.09
167,1181,2015-08-03T18:02:01.000Z,500.0,NULL,8.0,508.0,2495.0,0.0,64.96,2559.96
168,1181,2015-09-01T09:08:48.000Z,507.0,12.0,NULL,519.0,2529.93,89.88,0.0,2619.81
169,1181,2015-10-01T22:44:46.000Z,477.0,27.0,26.0,530.0,2380.23,202.23,211.12,2793.58
170,1181,2015-10-31T08:48:08.000Z,535.0,8.0,NULL,543.0,2669.65,59.92,0.0,2729.57
171,1181,2015-11-29T06:01:34.000Z,470.0,21.0,3.0,494.0,2345.3,157.29,24.36,2526.95
172,1181,2015-12-28T11:30:53.000Z,459.0,18.0,16.0,493.0,2290.41,134.82,129.92,2555.15
173,1181,2016-01-26T19:59:47.000Z,496.0,4.0,NULL,500.0,2475.04,29.96,0.0,2505.0
174,1181,2016-02-25T17:33:00.000Z,495.0,15.0,4.0,514.0,2470.05,112.35,32.48,2614.88
175,1181,2016-03-25T19:26:28.000Z,471.0,NULL,8.0,479.0,2350.29,0.0,64.96,2415.25
176,1181,2016-04-24T16:47:51.000Z,2188.0,50.0,12.0,2250.0,10918.12,374.5,97.44,11390.06
177,1181,2016-05-23T02:53:33.000Z,514.0,19.0,NULL,533.0,2564.86,142.31,0.0,2707.17
178,1181,2016-06-22T05:29:19.000Z,492.0,4.0,NULL,496.0,2455.08,29.96,0.0,2485.04
179,1181,2016-07-21T15:00:45.000Z,495.0,30.0,5.0,530.0,2470.05,224.7,40.6,2735.35
180,1181,2016-08-19T22:44:43.000Z,504.0,13.0,23.0,540.0,2514.96,97.37,186.76,2799.09
181,1181,2016-09-18T09:07:46.000Z,504.0,10.0,NULL,514.0,2514.96,74.9,0.0,2589.86
182,1181,2016-10-18T09:56:10.000Z,507.0,14.0,20.0,541.0,2529.93,104.86,162.4,2797.19
183,1181,2016-11-17T09:12:10.000Z,509.0,13.0,76.0,598.0,2539.91,97.37,617.12,3254.4
184,1181,2016-12-17T22:14:14.000Z,428.0,NULL,22.0,450.0,2135.72,0.0,178.64,2314.36
185,1191,2016-01-24T19:29:16.000Z,502.0,NULL,17.0,519.0,2504.98,0.0,138.04,2643.02
186,1191,2016-02-23T10:30:36.000Z,485.0,18.0,17.0,520.0,2420.15,134.82,138.04,2693.01
187,1191,2016-03-23T21:33:31.000Z,485.0,134.0,NULL,619.0,2420.15,1003.66,0.0,3423.81
188,1191,2016-04-22T03:09:53.000Z,497.0,23.0,11.0,531.0,2480.03,172.27,89.32,2741.62
189,1191,2016-05-21T23:11:38.000Z,500.0,NULL,3.0,503.0,2495.0,0.0,24.36,2519.36
190,1191,2016-06-20T21:28:14.000Z,500.0,7.0,1.0,508.0,2495.0,52.43,8.12,2555.55
191,1191,2016-07-19T07:24:11.000Z,506.0,NULL,12.0,518.0,2524.94,0.0,97.44,2622.38
192,1191,2016-08-18T16:04:15.000Z,496.0,30.0,NULL,526.0,2475.04,224.7,0.0,2699.74
193,1191,2016-09-17T05:09:45.000Z,529.0,67.0,NULL,596.0,2639.71,501.83,0.0,3141.54
194,1191,2016-10-16T19:29:55.000Z,471.0,NULL,10.0,481.0,2350.29,0.0,81.2,2431.49
195,1191,2016-11-15T20:44:15.000Z,494.0,NULL,5.0,499.0,2465.06,0.0,40.6,2505.66
196,1191,2016-12-15T20:49:47.000Z,NULL,171.0,24.0,195.0,0.0,1280.79,194.88,1475.67
197,1201,2016-11-12T11:54:43.000Z,491.0,NULL,NULL,491.0,2450.09,0.0,0.0,2450.09
198,1201,2016-12-11T05:51:52.000Z,510.0,NULL,11.0,521.0,2544.9,0.0,89.32,2634.22
199,1211,2016-11-22T08:08:54.000Z,259.0,29.0,23.0,311.0,1292.41,217.21,186.76,1696.38
200,1211,2016-12-21T23:39:04.000Z,311.0,22.0,10.0,343.0,1551.89,164.78,81.2,1797.87
201,1221,2015-01-20T10:54:29.000Z,491.0,14.0,NULL,505.0,2450.09,104.86,0.0,2554.95
202,1221,2015-02-18T15:41:25.000Z,532.0,NULL,104.0,636.0,2654.68,0.0,844.48,3499.16
203,1221,2015-03-19T12:18:21.000Z,508.0,NULL,11.0,519.0,2534.92,0.0,89.32,2624.24
204,1221,2015-04-17T11:41:57.000Z,515.0,NULL,24.0,539.0,2569.85,0.0,194.88,2764.73
205,1221,2015-05-16T19:44:32.000Z,336.0,14.0,18.0,368.0,1676.64,104.86,146.16,1927.66
206,1221,2015-06-15T08:14:22.000Z,533.0,NULL,32.0,565.0,2659.67,0.0,259.84,2919.51
207,1221,2015-07-15T07:36:48.000Z,501.0,NULL,34.0,535.0,2499.99,0.0,276.08,2776.07
208,1221,2015-08-14T09:55:14.000Z,464.0,NULL,23.0,487.0,2315.36,0.0,186.76,2502.12
209,1221,2015-09-12T17:54:40.000Z,531.0,NULL,10.0,541.0,2649.69,0.0,81.2,2730.89
210,1221,2015-10-11T13:32:14.000Z,492.0,12.0,22.0,526.0,2455.08,89.88,178.64,2723.6
211,1221,2015-11-09T23:30:42.000Z,497.0,NULL,17.0,514.0,2480.03,0.0,138.04,2618.07
212,1221,2015-12-08T16:38:40.000Z,583.0,NULL,NULL,583.0,2909.17,0.0,0.0,2909.17
213,1221,2016-01-06T20:57:34.000Z,660.0,6.0,17.0,683.0,3293.4,44.94,138.04,3476.38
214,1221,2016-02-04T20:17:54.000Z,485.0,1345.0,21.0,1851.0,2420.15,10074.05,170.52,12664.72
215,1221,2016-03-04T19:49:15.000Z,512.0,NULL,3.0,515.0,2554.88,0.0,24.36,2579.24
216,1221,2016-04-03T19:34:42.000Z,542.0,20.0,NULL,562.0,2704.58,149.8,0.0,2854.38
217,1221,2016-05-03T07:17:08.000Z,500.0,NULL,35.0,535.0,2495.0,0.0,284.2,2779.2
218,1221,2016-06-01T21:34:56.000Z,504.0,20.0,113.0,637.0,2514.96,149.8,917.56,3582.32
219,1221,2016-06-30T15:16:45.000Z,496.0,NULL,78.0,574.0,2475.04,0.0,633.36,3108.4
220,1221,2016-07-29T23:05:35.000Z,496.0,5.0,9.0,510.0,2475.04,37.45,73.08,2585.57
221,1221,2016-08-27T08:04:03.000Z,510.0,NULL,NULL,510.0,2544.9,0.0,0.0,2544.9
222,1221,2016-09-26T18:25:38.000Z,495.0,16.0,11.0,522.0,2470.05,119.84,89.32,2679.21
223,1221,2016-10-26T08:45:50.000Z,494.0,10.0,NULL,504.0,2465.06,74.9,0.0,2539.96
224,1221,2016-11-25T08:10:12.000Z,501.0,114.0,7.0,622.0,2499.99,853.86,56.84,3410.69
225,1221,2016-12-24T21:14:21.000Z,510.0,9.0,39.0,558.0,2544.9,67.41,316.68,2928.99
226,1231,2016-02-26T03:23:36.000Z,485.0,7.0,NULL,492.0,2420.15,52.43,0.0,2472.58
227,1231,2016-03-27T11:31:53.000Z,715.0,29.0,12.0,756.0,3567.85,217.21,97.44,3882.5
228,1231,2016-04-26T17:01:44.000Z,522.0,9.0,7.0,538.0,2604.78,67.41,56.84,2729.03
229,1231,2016-05-26T17:41:23.000Z,498.0,9.0,4.0,511.0,2485.02,67.41,32.48,2584.91
230,1231,2016-07-24T06:33:56.000Z,508.0,NULL,24.0,532.0,2534.92,0.0,194.88,2729.8
231,1231,2016-08-23T15:37:48.000Z,497.0,14.0,96.0,607.0,2480.03,104.86,779.52,3364.41
232,1231,2016-09-23T00:10:40.000Z,498.0,14.0,19.0,531.0,2485.02,104.86,154.28,2744.16
233,1231,2016-10-21T22:54:32.000Z,477.0,11.0,1.0,489.0,2380.23,82.39,8.12,2470.74
234,1231,2016-11-20T15:16:58.000Z,505.0,NULL,1355.0,1860.0,2519.95,0.0,11002.6,13522.55
235,1231,2016-12-20T14:07:59.000Z,502.0,NULL,NULL,502.0,2504.98,0.0,0.0,2504.98
236,1241,2016-06-14T11:18:07.000Z,132.0,24.0,NULL,156.0,658.68,179.76,0.0,838.44
237,1241,2016-07-13T13:16:49.000Z,259.0,13.0,NULL,272.0,1292.41,97.37,0.0,1389.78
238,1241,2016-08-11T02:41:45.000Z,150.0,36.0,4.0,190.0,748.5,269.64,32.48,1050.62
239,1241,2016-09-09T18:13:45.000Z,165.0,13.0,NULL,178.0,823.35,97.37,0.0,920.72
240,1241,2016-10-08T11:09:21.000Z,147.0,12.0,99.0,258.0,733.53,89.88,803.88,1627.29
241,1241,2016-11-07T06:24:11.000Z,155.0,12.0,6.0,173.0,773.45,89.88,48.72,912.05
242,1241,2016-12-06T15:03:16.000Z,136.0,NULL,34.0,170.0,678.64,0.0,276.08,954.72
243,1251,2013-12-11T20:36:06.000Z,86.0,39.0,34.0,159.0,429.14,292.11,276.08,997.33
244,1251,2014-01-09T04:41:26.000Z,126.0,34.0,30.0,190.0,628.74,254.66,243.6,1127.0
245,1251,2014-02-07T21:05:25.000Z,94.0,24.0,25.0,143.0,469.06,179.76,203.0,851.82
246,1251,2014-03-08T06:23:33.000Z,86.0,34.0,24.0,144.0,429.14,254.66,194.88,878.68
247,1251,2014-04-07T10:57:41.000Z,101.0,28.0,20.0,149.0,503.99,209.72,162.4,876.11
248,1251,2014-05-07T21:11:36.000Z,80.0,90.0,28.0,198.0,399.2,674.1,227.36,1300.66
249,1251,2014-06-06T16:12:08.000Z,159.0,41.0,35.0,235.0,793.41,307.09,284.2,1384.7
